Freq.	V(n003)/V(n005)
1.27285837400790e+07	(2.05838197714714e+01dB,1.57258022159533e+02°)
1.28171180414343e+07	(2.05762337820270e+01dB,1.57112384868486e+02°)
1.29062681475544e+07	(2.05685556434484e+01dB,1.56965970799403e+02°)
1.29960383417001e+07	(2.05607844064856e+01dB,1.56818778670602e+02°)
1.30864329369249e+07	(2.05529191143316e+01dB,1.56670807219828e+02°)
1.31774562762815e+07	(2.05449588058375e+01dB,1.56522055259044e+02°)
1.32691127330314e+07	(2.05369025140123e+01dB,1.56372521648445e+02°)
1.33614067108543e+07	(2.05287492660903e+01dB,1.56222205297448e+02°)
1.34543426440598e+07	(2.05204980852235e+01dB,1.56071105192318e+02°)
1.35479249978008e+07	(2.05121479870103e+01dB,1.55919220338443e+02°)
1.36421582682877e+07	(2.05036979837826e+01dB,1.55766549830594e+02°)
1.37370469830045e+07	(2.04951470821091e+01dB,1.55613092811215e+02°)
1.38325957009262e+07	(2.04864942838636e+01dB,1.55458848487316e+02°)
1.39288090127384e+07	(2.04777385849977e+01dB,1.55303816110282e+02°)
1.40256915410570e+07	(2.04688789779540e+01dB,1.55147995013799e+02°)
1.41232479406509e+07	(2.04599144484432e+01dB,1.54991384562082e+02°)
1.42214828986655e+07	(2.04508439805601e+01dB,1.54833984229735e+02°)
1.43204011348480e+07	(2.04416665518818e+01dB,1.54675793523762e+02°)
1.44200074017737e+07	(2.04323811352335e+01dB,1.54516812010923e+02°)
1.45203064850750e+07	(2.04229866994808e+01dB,1.54357039329133e+02°)
1.46213032036708e+07	(2.04134822113759e+01dB,1.54196475214305e+02°)
1.47230024099984e+07	(2.04038666308933e+01dB,1.54035119428368e+02°)
1.48254089902464e+07	(2.03941389144147e+01dB,1.53872971807184e+02°)
1.49285278645894e+07	(2.03842980162620e+01dB,1.53710032282043e+02°)
1.50323639874246e+07	(2.03743428850183e+01dB,1.53546300823652e+02°)
1.51369223476100e+07	(2.03642724678395e+01dB,1.53381777505011e+02°)
1.52422079687034e+07	(2.03540857074622e+01dB,1.53216462455839e+02°)
1.53482259092047e+07	(2.03437815423247e+01dB,1.53050355863636e+02°)
1.54549812627980e+07	(2.03333589102581e+01dB,1.52883458025726e+02°)
1.55624791585970e+07	(2.03228167440366e+01dB,1.52715769283574e+02°)
1.56707247613913e+07	(2.03121539736455e+01dB,1.52547290054453e+02°)
1.57797232718942e+07	(2.03013695282475e+01dB,1.52378020857597e+02°)
1.58894799269931e+07	(2.02904623327559e+01dB,1.52207962264237e+02°)
1.60000000000005e+07	(2.02794313112437e+01dB,1.52037114944057e+02°)
1.61112888009080e+07	(2.02682753849489e+01dB,1.51865479635615e+02°)
1.62233516766410e+07	(2.02569934716976e+01dB,1.51693057137253e+02°)
1.63361940113156e+07	(2.02455844904841e+01dB,1.51519848368092e+02°)
1.64498212264976e+07	(2.02340473572638e+01dB,1.51345854308481e+02°)
1.65642387814625e+07	(2.02223809862259e+01dB,1.51171076015929e+02°)
1.66794521734585e+07	(2.02105842907230e+01dB,1.50995514635817e+02°)
1.67954669379696e+07	(2.01986561823454e+01dB,1.50819171387230e+02°)
1.69122886489826e+07	(2.01865955741203e+01dB,1.50642047603221e+02°)
1.70299229192543e+07	(2.01744013754564e+01dB,1.50464144662293e+02°)
1.71483754005812e+07	(2.01620724983712e+01dB,1.50285464068016e+02°)
1.72676517840714e+07	(2.01496078516506e+01dB,1.50106007370951e+02°)
1.73877578004175e+07	(2.01370063471338e+01dB,1.49925776247785e+02°)
1.75086992201724e+07	(2.01242668938304e+01dB,1.49744772423658e+02°)
1.76304818540263e+07	(2.01113884050338e+01dB,1.49562997760490e+02°)
1.77531115530861e+07	(2.00983697885328e+01dB,1.49380454131304e+02°)
1.78765942091561e+07	(2.00852099607359e+01dB,1.49197143595200e+02°)
1.80009357550215e+07	(2.00719078329768e+01dB,1.49013068223679e+02°)
1.81261421647333e+07	(2.00584623210449e+01dB,1.48828230217112e+02°)
1.82522194538953e+07	(2.00448723415412e+01dB,1.48642631856940e+02°)
1.83791736799531e+07	(2.00311368136837e+01dB,1.48456275525278e+02°)
1.85070109424852e+07	(2.00172546563889e+01dB,1.48269163667280e+02°)
1.86357373834959e+07	(2.00032247932520e+01dB,1.48081298848662e+02°)
1.87653591877107e+07	(1.99890461496414e+01dB,1.47892683717945e+02°)
1.88958825828731e+07	(1.99747176537363e+01dB,1.47703321016334e+02°)
1.90273138400441e+07	(1.99602382367809e+01dB,1.47513213578023e+02°)
1.91596592739035e+07	(1.99456068333408e+01dB,1.47322364330473e+02°)
1.92929252430528e+07	(1.99308223823729e+01dB,1.47130776303944e+02°)
1.94271181503214e+07	(1.99158838242462e+01dB,1.46938452594538e+02°)
1.95622444430737e+07	(1.99007901050472e+01dB,1.46745396410970e+02°)
1.96983106135193e+07	(1.98855401768739e+01dB,1.46551611074405e+02°)
1.98353231990244e+07	(1.98701329940230e+01dB,1.46357099972464e+02°)
1.99732887824264e+07	(1.98545675165185e+01dB,1.46161866596294e+02°)
2.01122139923499e+07	(1.98388427095714e+01dB,1.45965914531368e+02°)
2.02521055035251e+07	(1.98229575446857e+01dB,1.45769247466555e+02°)
2.03929700371089e+07	(1.98069109957847e+01dB,1.45571869148823e+02°)
2.05348143610071e+07	(1.97907020477922e+01dB,1.45373783473747e+02°)
2.06776452902006e+07	(1.97743296877735e+01dB,1.45174994385899e+02°)
2.08214696870716e+07	(1.97577929127183e+01dB,1.44975505959856e+02°)
2.09662944617345e+07	(1.97410907239742e+01dB,1.44775322337149e+02°)
2.11121265723670e+07	(1.97242221308763e+01dB,1.44574447761980e+02°)
2.12589730255449e+07	(1.97071861493499e+01dB,1.44372886563175e+02°)
2.14068408765785e+07	(1.96899818055887e+01dB,1.44170643189203e+02°)
2.15557372298518e+07	(1.96726081304076e+01dB,1.43967722146112e+02°)
2.17056692391635e+07	(1.96550641671842e+01dB,1.43764128076263e+02°)
2.18566441080711e+07	(1.96373489619122e+01dB,1.43559865652953e+02°)
2.20086690902366e+07	(1.96194615745933e+01dB,1.43354939693523e+02°)
2.21617514897755e+07	(1.96014010735606e+01dB,1.43149355097586e+02°)
2.23158986616072e+07	(1.95831665331613e+01dB,1.42943116820987e+02°)
2.24711180118087e+07	(1.95647570444107e+01dB,1.42736229978319e+02°)
2.26274169979703e+07	(1.95461717005904e+01dB,1.42528699696483e+02°)
2.27848031295539e+07	(1.95274096078992e+01dB,1.42320531217164e+02°)
2.29432839682540e+07	(1.95084698875258e+01dB,1.42111729912417e+02°)
2.31028671283607e+07	(1.94893516654778e+01dB,1.41902301182450e+02°)
2.32635602771258e+07	(1.94700540833356e+01dB,1.41692250556269e+02°)
2.34253711351308e+07	(1.94505762897881e+01dB,1.41481583606870e+02°)
2.35883074766584e+07	(1.94309174514585e+01dB,1.41270306050535e+02°)
2.37523771300656e+07	(1.94110767408775e+01dB,1.41058423629398e+02°)
2.39175879781598e+07	(1.93910533482218e+01dB,1.40845942218313e+02°)
2.40839479585779e+07	(1.93708464692169e+01dB,1.40632867708588e+02°)
2.42514650641672e+07	(1.93504553204779e+01dB,1.40419206146430e+02°)
2.44201473433698e+07	(1.93298791273820e+01dB,1.40204963617093e+02°)
2.45900029006090e+07	(1.93091171305571e+01dB,1.39990146300977e+02°)
2.47610398966791e+07	(1.92881685816943e+01dB,1.39774760432109e+02°)
2.49332665491369e+07	(1.92670327491803e+01dB,1.39558812345274e+02°)
2.51066911326969e+07	(1.92457089147949e+01dB,1.39342308442519e+02°)
2.52813219796290e+07	(1.92241963757718e+01dB,1.39125255207827e+02°)
2.54571674801583e+07	(1.92024944405550e+01dB,1.38907659166405e+02°)
2.56342360828688e+07	(1.91806024389779e+01dB,1.38689526969908e+02°)
2.58125362951090e+07	(1.91585197089831e+01dB,1.38470865277257e+02°)
2.59920766834005e+07	(1.91362456104304e+01dB,1.38251680870582e+02°)
2.61728658738499e+07	(1.91137795144881e+01dB,1.38031980560196e+02°)
2.63549125525633e+07	(1.90911208129512e+01dB,1.37811771260460e+02°)
2.65382254660631e+07	(1.90682689084830e+01dB,1.37591059903646e+02°)
2.67228134217088e+07	(1.90452232239490e+01dB,1.37369853515124e+02°)
2.69086852881198e+07	(1.90219831990180e+01dB,1.37148159180855e+02°)
2.70958499956018e+07	(1.89985482867242e+01dB,1.36925984015820e+02°)
2.72843165365756e+07	(1.89749179637632e+01dB,1.36703335244908e+02°)
2.74740939660091e+07	(1.89510917151307e+01dB,1.36480220074063e+02°)
2.76651914018527e+07	(1.89270690572848e+01dB,1.36256645874353e+02°)
2.78576180254770e+07	(1.89028495089562e+01dB,1.36032619943148e+02°)
2.80513830821141e+07	(1.88784326189338e+01dB,1.35808149723844e+02°)
2.82464958813020e+07	(1.88538179450909e+01dB,1.35583242635082e+02°)
2.84429657973313e+07	(1.88290050730210e+01dB,1.35357906214627e+02°)
2.86408022696962e+07	(1.88039936014648e+01dB,1.35132148001051e+02°)
2.88400148035476e+07	(1.87787831461682e+01dB,1.34905975561427e+02°)
2.90406129701502e+07	(1.87533733456166e+01dB,1.34679396532118e+02°)
2.92426064073419e+07	(1.87277638612239e+01dB,1.34452418615918e+02°)
2.94460048199971e+07	(1.87019543626406e+01dB,1.34225049467551e+02°)
2.96508179804930e+07	(1.86759445483285e+01dB,1.33997296846665e+02°)
2.98570557291789e+07	(1.86497341336485e+01dB,1.33769168524042e+02°)
3.00647279748495e+07	(1.86233228537891e+01dB,1.33540672300660e+02°)
3.02738446952202e+07	(1.85967104648368e+01dB,1.33311816012356e+02°)
3.04844159374071e+07	(1.85698967420441e+01dB,1.33082607513924e+02°)
3.06964518184096e+07	(1.85428814780841e+01dB,1.32853054663706e+02°)
3.09099625255962e+07	(1.85156644915672e+01dB,1.32623165382139e+02°)
3.11249583171943e+07	(1.84882456168866e+01dB,1.32392947575259e+02°)
3.13414495227828e+07	(1.84606247117907e+01dB,1.32162409186286e+02°)
3.15594465437887e+07	(1.84328016556148e+01dB,1.31931558179633e+02°)
3.17789598539863e+07	(1.84047763428213e+01dB,1.31700402492869e+02°)
3.20000000000012e+07	(1.83765486943051e+01dB,1.31468950113322e+02°)
3.22225776018162e+07	(1.83481186490504e+01dB,1.31237209016696e+02°)
3.24467033532822e+07	(1.83194861726239e+01dB,1.31005187222848e+02°)
3.26723880226314e+07	(1.82906512403768e+01dB,1.30772892678126e+02°)
3.28996424529954e+07	(1.82616138581012e+01dB,1.30540333394105e+02°)
3.31284775629253e+07	(1.82323740499005e+01dB,1.30307517361861e+02°)
3.33589043469171e+07	(1.82029318610365e+01dB,1.30074452568922e+02°)
3.35909338759394e+07	(1.81732873579592e+01dB,1.29841146996940e+02°)
3.38245772979655e+07	(1.81434406283293e+01dB,1.29607608619374e+02°)
3.40598458385088e+07	(1.81133917829075e+01dB,1.29373845411318e+02°)
3.42967508011627e+07	(1.80831409480656e+01dB,1.29139865298458e+02°)
3.45353035681430e+07	(1.80526882770310e+01dB,1.28905676227964e+02°)
3.47755156008352e+07	(1.80220339423827e+01dB,1.28671286117277e+02°)
3.50173984403450e+07	(1.79911781379106e+01dB,1.28436702864046e+02°)
3.52609637080529e+07	(1.79601210804644e+01dB,1.28201934355548e+02°)
3.55062231061724e+07	(1.79288630005655e+01dB,1.27966988407736e+02°)
3.57531884183124e+07	(1.78974041610869e+01dB,1.27731872880270e+02°)
3.60018715100433e+07	(1.78657448384913e+01dB,1.27496595556915e+02°)
3.62522843294670e+07	(1.78338853358745e+01dB,1.27261164224723e+02°)
3.65044389077910e+07	(1.78018259642186e+01dB,1.27025586557440e+02°)
3.67583473599066e+07	(1.77695670722222e+01dB,1.26789870295779e+02°)
3.70140218849706e+07	(1.77371090200677e+01dB,1.26554023085469e+02°)
3.72714747669920e+07	(1.77044521905512e+01dB,1.26318052543481e+02°)
3.75307183754216e+07	(1.76715969871276e+01dB,1.26081966244447e+02°)
3.77917651657465e+07	(1.76385438338162e+01dB,1.25845771718496e+02°)
3.80546276800886e+07	(1.76052931750999e+01dB,1.25609476449100e+02°)
3.83193185478072e+07	(1.75718454758175e+01dB,1.25373087870956e+02°)
3.85858504861059e+07	(1.75382012210498e+01dB,1.25136613367876e+02°)
3.88542363006430e+07	(1.75043609159991e+01dB,1.24900060270714e+02°)
3.91244888861478e+07	(1.74703250858620e+01dB,1.24663435855308e+02°)
3.93966212270389e+07	(1.74360942756968e+01dB,1.24426747340455e+02°)
3.96706463980492e+07	(1.74016690502838e+01dB,1.24190001885914e+02°)
3.99465775648532e+07	(1.73670499939806e+01dB,1.23953206590428e+02°)
4.02244279847001e+07	(1.73322377105705e+01dB,1.23716368489787e+02°)
4.05042110070506e+07	(1.72972328231064e+01dB,1.23479494554916e+02°)
4.07859400742180e+07	(1.72620359737482e+01dB,1.23242591689992e+02°)
4.10696287220146e+07	(1.72266478254306e+01dB,1.23005666740481e+02°)
4.13552905804014e+07	(1.71910690525117e+01dB,1.22768726441913e+02°)
4.16429393741435e+07	(1.71553003589522e+01dB,1.22531777516917e+02°)
4.19325889234693e+07	(1.71193424579470e+01dB,1.22294826565023e+02°)
4.22242531447343e+07	(1.70831960882294e+01dB,1.22057880148985e+02°)
4.25179460510901e+07	(1.70468620010688e+01dB,1.21820944725167e+02°)
4.28136817531573e+07	(1.70103409673916e+01dB,1.21584026680692e+02°)
4.31114744597038e+07	(1.69736337757502e+01dB,1.21347132322125e+02°)
4.34113384783273e+07	(1.69367412321165e+01dB,1.21110267873914e+02°)
4.37132882161424e+07	(1.68996641596729e+01dB,1.20873439476867e+02°)
4.40173381804736e+07	(1.68624033967920e+01dB,1.20636653177597e+02°)
4.43235029795514e+07	(1.68249598058498e+01dB,1.20399914972442e+02°)
4.46317973232148e+07	(1.67873342549446e+01dB,1.20163230715343e+02°)
4.49422360236178e+07	(1.67495276339374e+01dB,1.19926606198370e+02°)
4.52548339959409e+07	(1.67115408523807e+01dB,1.19690047140456e+02°)
4.55696062591082e+07	(1.66733748303098e+01dB,1.19453559141955e+02°)
4.58865679365084e+07	(1.66350305052024e+01dB,1.19217147718979e+02°)
4.62057342567218e+07	(1.65965088299443e+01dB,1.18980818293297e+02°)
4.65271205542519e+07	(1.65578107725907e+01dB,1.18744576191179e+02°)
4.68507422702620e+07	(1.65189373143530e+01dB,1.18508426633931e+02°)
4.71766149533172e+07	(1.64798894564519e+01dB,1.18272374770377e+02°)
4.75047542601316e+07	(1.64406682109880e+01dB,1.18036425633622e+02°)
4.78351759563200e+07	(1.64012745989747e+01dB,1.17800584132700e+02°)
4.81678959171562e+07	(1.63617096677189e+01dB,1.17564855133420e+02°)
4.85029301283348e+07	(1.63219744641400e+01dB,1.17329243335003e+02°)
4.88402946867400e+07	(1.62820700591612e+01dB,1.17093753383049e+02°)
4.91800058012185e+07	(1.62419975351238e+01dB,1.16858389811606e+02°)
4.95220797933586e+07	(1.62017579855554e+01dB,1.16623157042805e+02°)
4.98665330982741e+07	(1.61613525114698e+01dB,1.16388059371128e+02°)
5.02133822653942e+07	(1.61207822350214e+01dB,1.16153101024799e+02°)
5.05626439592583e+07	(1.60800482870595e+01dB,1.15918286110509e+02°)
5.09143349603170e+07	(1.60391518138019e+01dB,1.15683618643459e+02°)
5.12684721657380e+07	(1.59980939645219e+01dB,1.15449102494302e+02°)
5.16250725902183e+07	(1.59568759068124e+01dB,1.15214741456416e+02°)
5.19841533668013e+07	(1.59154988159986e+01dB,1.14980539200473e+02°)
5.23457317477002e+07	(1.58739638834394e+01dB,1.14746499310685e+02°)
5.27098251051269e+07	(1.58322723077183e+01dB,1.14512625247794e+02°)
5.30764509321266e+07	(1.57904252910574e+01dB,1.14278920335369e+02°)
5.34456268434179e+07	(1.57484240610877e+01dB,1.14045387851638e+02°)
5.38173705762401e+07	(1.57062698451535e+01dB,1.13812030922488e+02°)
5.41916999912041e+07	(1.56639638769192e+01dB,1.13578852550714e+02°)
5.45686330731516e+07	(1.56215074078679e+01dB,1.13345855663959e+02°)
5.49481879320186e+07	(1.55789016985972e+01dB,1.13113043079366e+02°)
5.53303828037058e+07	(1.55361480086121e+01dB,1.12880417463697e+02°)
5.57152360509544e+07	(1.54932476160980e+01dB,1.12647981414161e+02°)
5.61027661642287e+07	(1.54502018076218e+01dB,1.12415737417386e+02°)
5.64929917626044e+07	(1.54070118663841e+01dB,1.12183687804421e+02°)
5.68859315946630e+07	(1.53636791000242e+01dB,1.11951834861440e+02°)
5.72816045393927e+07	(1.53202048123520e+01dB,1.11720180719380e+02°)
5.76800296070957e+07	(1.52765903195789e+01dB,1.11488727418804e+02°)
5.80812259403009e+07	(1.52328369386519e+01dB,1.11257476865891e+02°)
5.84852128146842e+07	(1.51889460032969e+01dB,1.11026430895081e+02°)
5.88920096399946e+07	(1.51449188442992e+01dB,1.10795591194836e+02°)
5.93016359609864e+07	(1.51007568103092e+01dB,1.10564959387674e+02°)
5.97141114583583e+07	(1.50564612482357e+01dB,1.10334536957220e+02°)
6.01294559496994e+07	(1.50120335079497e+01dB,1.10104325267735e+02°)
6.05476893904408e+07	(1.49674749548250e+01dB,1.09874325611543e+02°)
6.09688318748147e+07	(1.49227869519567e+01dB,1.09644539144489e+02°)
6.13929036368197e+07	(1.48779708742765e+01dB,1.09414966939053e+02°)
6.18199250511929e+07	(1.48330280972428e+01dB,1.09185609944309e+02°)
6.22499166343891e+07	(1.47879599998530e+01dB,1.08956468998492e+02°)
6.26828990455661e+07	(1.47427679784918e+01dB,1.08727544879338e+02°)
6.31188930875778e+07	(1.46974534123620e+01dB,1.08498838182644e+02°)
6.35579197079732e+07	(1.46520177069849e+01dB,1.08270349477685e+02°)
6.40000000000029e+07	(1.46064622581830e+01dB,1.08042079181342e+02°)
6.44451552036329e+07	(1.45607884736321e+01dB,1.07814027635113e+02°)
6.48934067065648e+07	(1.45149977603095e+01dB,1.07586195062719e+02°)
6.53447760452633e+07	(1.44690915289697e+01dB,1.07358581587148e+02°)
6.57992849059912e+07	(1.44230711969989e+01dB,1.07131187241607e+02°)
6.62569551258512e+07	(1.43769381866734e+01dB,1.06904011964704e+02°)
6.67178086938348e+07	(1.43306939144431e+01dB,1.06677055566097e+02°)
6.71818677518794e+07	(1.42843398089084e+01dB,1.06450317788136e+02°)
6.76491545959314e+07	(1.42378773015330e+01dB,1.06223798275825e+02°)
6.81196916770181e+07	(1.41913078175855e+01dB,1.05997496548781e+02°)
6.85935016023259e+07	(1.41446327939029e+01dB,1.05771412060961e+02°)
6.90706071362865e+07	(1.40978536667846e+01dB,1.05545544162267e+02°)
6.95510312016709e+07	(1.40509718806985e+01dB,1.05319892127993e+02°)
7.00347968806905e+07	(1.40039888617627e+01dB,1.05094455075767e+02°)
7.05219274161063e+07	(1.39569060645156e+01dB,1.04869232116043e+02°)
7.10124462123454e+07	(1.39097249336245e+01dB,1.04644222231263e+02°)
7.15063768366254e+07	(1.38624469097675e+01dB,1.04419424296767e+02°)
7.20037430200871e+07	(1.38150734439629e+01dB,1.04194837126908e+02°)
7.25045686589345e+07	(1.37676059858449e+01dB,1.03970459439738e+02°)
7.30088778155825e+07	(1.37200459892887e+01dB,1.03746289875819e+02°)
7.35166947198137e+07	(1.36723949009236e+01dB,1.03522326964758e+02°)
7.40280437699419e+07	(1.36246541771009e+01dB,1.03298569178287e+02°)
7.45429495339847e+07	(1.35768252723884e+01dB,1.03075014896640e+02°)
7.50614367508437e+07	(1.35289096451092e+01dB,1.02851662426622e+02°)
7.55835303314935e+07	(1.34809087460751e+01dB,1.02628509969758e+02°)
7.61092553601777e+07	(1.34328240352613e+01dB,1.02405555673103e+02°)
7.66386370956150e+07	(1.33846569705215e+01dB,1.02182797597222e+02°)
7.71717009722123e+07	(1.33364090130383e+01dB,1.01960233733560e+02°)
7.77084726012867e+07	(1.32880816162789e+01dB,1.01737861974126e+02°)
7.82489777722961e+07	(1.32396762450842e+01dB,1.01515680167786e+02°)
7.87932424540784e+07	(1.31911943510523e+01dB,1.01293686051422e+02°)
7.93412927960989e+07	(1.31426374050065e+01dB,1.01071877343343e+02°)
7.98931551297069e+07	(1.30940068590661e+01dB,1.00850251637723e+02°)
8.04488559694008e+07	(1.30453041762809e+01dB,1.00628806489460e+02°)
8.10084220141018e+07	(1.29965308170793e+01dB,1.00407539377517e+02°)
8.15718801484367e+07	(1.29476882445390e+01dB,1.00186447720930e+02°)
8.21392574440298e+07	(1.28987779137867e+01dB,9.99655288513982e+01°)
8.27105811608035e+07	(1.28498012877803e+01dB,9.97447800577320e+01°)
8.32858787482877e+07	(1.28007598266896e+01dB,9.95241985582913e+01°)
8.38651778469393e+07	(1.27516549930757e+01dB,9.93037815163441e+01°)
8.44485062894693e+07	(1.27024882415112e+01dB,9.90835260140156e+01°)
8.50358921021808e+07	(1.26532610340643e+01dB,9.88634290947691e+01°)
8.56273635063153e+07	(1.26039748298988e+01dB,9.86434877372048e+01°)
8.62229489194083e+07	(1.25546310903626e+01dB,9.84236988697925e+01°)
8.68226769566552e+07	(1.25052312688277e+01dB,9.82040593461225e+01°)
8.74265764322855e+07	(1.24557768258739e+01dB,9.79845659854896e+01°)
8.80346763609479e+07	(1.24062692191091e+01dB,9.77652155479977e+01°)
8.86470059591035e+07	(1.23567099056876e+01dB,9.75460047424904e+01°)
8.92635946464303e+07	(1.23071003447548e+01dB,9.73269302340279e+01°)
8.98844720472362e+07	(1.22574419875584e+01dB,9.71079886206867e+01°)
9.05096679918825e+07	(1.22077362922595e+01dB,9.68891764718738e+01°)
9.11392125182170e+07	(1.21579847140229e+01dB,9.66704903049859e+01°)
9.17731358730174e+07	(1.21081887074844e+01dB,9.64519265929765e+01°)
9.24114685134443e+07	(1.20583497291442e+01dB,9.62334817714910e+01°)
9.30542411085044e+07	(1.20084692277463e+01dB,9.60151522171321e+01°)
9.37014845405246e+07	(1.19585486587163e+01dB,9.57969342836151e+01°)
9.43532299066351e+07	(1.19085894745209e+01dB,9.55788242798974e+01°)
9.50095085202638e+07	(1.18585931294309e+01dB,9.53608184828820e+01°)
9.56703519126408e+07	(1.18085610701143e+01dB,9.51429131167974e+01°)
9.63357918343130e+07	(1.17584947474522e+01dB,9.49251043823511e+01°)
9.70058602566703e+07	(1.17083956187299e+01dB,9.47073884627391e+01°)
9.76805893734806e+07	(1.16582651267672e+01dB,9.44897614770733e+01°)
9.83600116024377e+07	(1.16081047231696e+01dB,9.42722195352998e+01°)
9.90441595867179e+07	(1.15579158589942e+01dB,9.40547587179318e+01°)
9.97330661965490e+07	(1.15076999779796e+01dB,9.38373750623622e+01°)
1.00000000000000e+08	(1.14883288716722e+01dB,9.37535675709032e+01°)
